id,character,title,voice_line,requirements,about,nation
3087,Ganyu,Receiving a Gift: I,Such authentic delicacies... Oh no! I think I might have eaten too much...,,,Liyue
3088,Ganyu,Receiving a Gift: II,"I'm somewhat of a picky eater, sorry you went to all this trouble...",,,Liyue
3089,Ganyu,Receiving a Gift: III,"I appreciate the thought, but... meat's not really my thing.",,,Liyue
3090,Ganyu,Birthday,"Many happy returns! After all the times you've looked out for me, I didn't even remember to get you a gift — whoops! Silly me, I... What's that behind my back? Ah. You saw it then. It's a failed attempt at making a Qingxin Flower cake... I wanted it to be perfect, but... Oh, you think it tastes good? Do you really?",,,Liyue
3091,Ganyu,Feelings About Ascension: Intro,Power? ...Now there's a key performance indicator I haven't needed in a long time.,Ascension Phase 1,,Liyue
3092,Ganyu,Feelings About Ascension: Building Up,"Could we maybe... find a peaceful resolution instead...? Never mind, doesn't matter...",Ascension Phase 2,,Liyue
3093,Ganyu,Feelings About Ascension: Climax,"I suppose this is the new way of life, then. I'm not going to complain. I'll try to embrace it.",Ascension Phase 4,,Liyue
3094,Ganyu,Feelings About Ascension: Conclusion,"I remember reading in an ancient text that ""Only when days be darker than the darkest night, may a qilin be compelled to fight."" That's a massive exaggeration... But should the time come for battle, and should you need me, then I will give it every ounce of my strength.",Ascension Phase 6,,Liyue
3095,Shikanoin Heizou,Hello...,"The name's Shikanoin Heizou, sharpest and most successful detective of the Tenryou Commission... Ooh, my goodness, life's really put you through the wringer recently, hasn't it? I can tell. Here, why don't you take a seat, tell me the whole story.",,,Inazuma
3096,Shikanoin Heizou,Chat: Criminal Cases,There's something in the air... something that tells me a new case is brewing.,,,Inazuma
3097,Shikanoin Heizou,Chat: Detective Work,Doing detective work means you gotta walk the walk. No... I mean literally — I need to search high and low for evidence.,,,Inazuma
3098,Shikanoin Heizou,Chat: Intuition,"Huh, my intuition tells me that something very interesting is about to happen...",,,Inazuma
3099,Shikanoin Heizou,After the Rain,Let's just hope the rain hasn't washed all the clues away.,,,Inazuma
3100,Shikanoin Heizou,When Thunder Strikes...,Hmm... I wonder which criminal mastermind just protested their innocence in court... A liar by the sounds of it. Hehe.,,,Inazuma
3101,Shikanoin Heizou,When It Snows,"Have you ever heard of the case of the vengeful spirit of Dragonspine? It all happened on a dark, snowy night long ago...",,,Inazuma
3102,Shikanoin Heizou,When the Wind Is Blowing,"Heh, it's gonna take a little more wind than that to form a cyclone!",,,Inazuma
3103,Shikanoin Heizou,Good Morning,"Morning. Oh my, you don't look so good. You didn't have a nightmare, did you? *sigh* I should've known not to expose you to such a shocking case so soon.",,,Inazuma
3104,Shikanoin Heizou,Good Afternoon,"Alright. Now that lunch is over, whaddya say we play a game to keep our minds sharp? Relay Stones? Hehe... okay, I guess we can warm up with that.",,,Inazuma
3105,Shikanoin Heizou,Good Evening,"Once the sun has clocked out for the day, it's up to the stars to keep criminals under their watchful gaze.",,,Inazuma
3106,Shikanoin Heizou,Good Night,"Great, it's time to hit the hay! I wonder what dreams await me tonight?",,,Inazuma
3107,Shikanoin Heizou,About Shikanoin Heizou: Detective,"A detective should be using their smarts to crush criminals' hopes of getting away with their crimes. So really, a true detective should never even have to touch their weapon.",,,Inazuma
3108,Shikanoin Heizou,About Shikanoin Heizou: Keywords,"I've made it a habit of mine to remember everything I observe in the form of keywords. They're a big help to me when I'm trying to make deductions. Take this person for example: we've got ""cat hair on clean trousers,"" and ""scratch on the wrist."" Looks like they have a soft spot for animals, but they can't get cats to reciprocate... Meanwhile, that one seems very troubled about their ""injured hand,"" and they're wearing a pair of ""brand-new shoes that don't match their well-worn attire""... Hold on, it looks like I might have a new case on my hands here!",Friendship Lv. 4,,Inazuma
3109,Shikanoin Heizou,About Us: Commissions,"Seems to me like these commissions of yours are an endless gold mine of cases, and you'll never be able to finish them all. So maybe you could throw one my way every once in a while? Not the ones that involve fighting, running errands, or searching for lost items — as you know, not my style. I only take on big, important cases with lots of mysteries to solve... So, keep an eye out for me, yeah? Hehe.",,,Inazuma
3110,Shikanoin Heizou,About Us: Destined Outcome,"""Coincidence"" is a nice word. It makes things sound like they were meant to be. Unfortunately, as a detective, I don't believe in coincidences. The two of us meeting each other is really the culmination of every choice and move we've made up to this point. So what I'm saying is... our destiny is something we choose.",,,Inazuma
3111,Shikanoin Heizou,About the Vision,"Oh? So there are rumors that I can overpower my Tenryou colleagues without even using my Vision? Hehe, well, let me set the record straight. One: Although I am technically a Doushin, I'm strictly a detective. My mind is my greatest tool, not my muscles. Two: It's not like my colleagues and I are getting into fights with each other all the time. And three... *sigh* Alright, seems like there's no fooling you. Just... never mind then, okay?",Friendship Lv. 4,,Inazuma
3112,Shikanoin Heizou,Something to Share: Sense of Achievement,"As you piece together the trail of clues, it brings you closer and closer to the culprit... and then, that moment when you finally put the last piece of the puzzle into place... I always get such a sense of accomplishment. It's exhilarating!",,,Inazuma
3113,Shikanoin Heizou,Something to Share: Doushin,"Not only does being a Doushin come with a certain amount of prestige, it also puts me closer to the action on some of the toughest cases, so the position has definitely broadened my horizons compared to when I was at the detective agency. As for the other duties — patrolling, apprehending criminals, and so on — obviously, I leave that to the more... qualified individuals. There's a limit to how much a single detective can do, you know.",,,Inazuma
3114,Shikanoin Heizou,Interesting Things,"Question, Traveler, how much do you know about timber? That's right, I'm talking about wood from any ordinary tree you might find along the roadside. Whether a criminal bumps into the bark, disturbs a pile of sawdust, or treads on some leaves, the chances are, they're always gonna leave a trace somehow. Add to that some knowledge of which trees grow in what areas, and if you're lucky, you can infer some crucial details. So, you know: trees. They're a sleuth's best friend.",,,Inazuma
3115,Shikanoin Heizou,About Kujou Sara,"Madam Kujou Sara? Yeah, that lady's gotta be the most serious person in the entire Tenryou Commission. It would be nice if she could cut us a little slack and give everyone some breathing room — and she's always on my case about my occasional unexplained absences, but what can I say... I just go wherever the evidence leads me.",Friendship Lv. 4,Kujou Sara,Inazuma
3116,Shikanoin Heizou,About Arataki Itto,"I've done a few favors before to deliver Roasted Lavender Melon to him in prison. This one time, I overheard him singing. The lyrics... were complete trash, but I gotta say — he has a pretty good set of pipes. And it's not every day you come across an inmate who's in the mood to sing their heart out.",Friendship Lv. 4,Arataki Itto,Inazuma
3117,Shikanoin Heizou,About Kuki Shinobu,"The Arataki Gang is a free and diverse organization that accepts anyone, regardless of their background. Pretty amazing if you ask me. They're lucky to have Shinobu to help keep them all in line. Hmm? How do I know all this? Haha, I mean... as deductions go, this one was pretty elementary.",Friendship Lv. 4,Kuki Shinobu,Inazuma
3118,Shikanoin Heizou,About Yae Miko,"Come to think of it, Lady Guuji's publishing house also publishes murder mysteries, right? So... when can you introduce me? In this day and age, becoming a famous detective requires more than just ability — you need publicity, too. Huh? C'mon, I'm being serious here!",Friendship Lv. 4,Yae Miko,Inazuma
3119,Shikanoin Heizou,About Kaedehara Kazuha: Things in Common,"Oh, Kazuha? Yeah, he's a solid guy. With his help, I felt like a locked treasure chest of clues had been bust wide open and emptied all over the ground for me to see. If only I had his sensitivity to the natural world... Oh, I get it now! The wind to him must be like my intuition to me!",Friendship Lv. 4,Kaedehara Kazuha,Inazuma
3120,Shikanoin Heizou,About Kaedehara Kazuha: Invitation,"Ohh... It's such a pity! Since the Vision Hunt Decree's been repealed, I no longer have any grounds to officially arrest him. But then again... I guess now, I can just openly invite him to come to the Tenryou Commission and discuss cases with me.",Friendship Lv. 4,Kaedehara Kazuha,Inazuma
3121,Shikanoin Heizou,About Gorou,"General Gorou's constant suspicion made my trip to Watatsumi Island much more eventful... Everywhere I went, there were soldiers keeping me under close surveillance. Honestly, I was a regular, boring tourist just like everybody else. So what if I happen to be a detective in my day job? I was clearly minding my own business there.",Friendship Lv. 4,Gorou,Inazuma
3122,Shikanoin Heizou,About Sangonomiya Kokomi,"I've actually never seen Madam Sangonomiya before. Whenever she appears, practically the whole village crowds around her... I'm not about to contend with that. Oh, and even if you made it through all the villagers, there'd still be a circle of shrine maidens around her! For one of us young people to gain that kind of recognition from everyone, it must have taken a lot of work.",Friendship Lv. 4,Sangonomiya Kokomi,Inazuma
3123,Shikanoin Heizou,About Kamisato Ayaka,I'm barely acquainted with the daughter of the Kamisato Clan. I'm glad that I'm not from some sort of prestigious family like that... it's definitely not the kind of life for me.,Friendship Lv. 4,Kamisato Ayaka,Inazuma
3124,Shikanoin Heizou,More About Shikanoin Heizou: I,"Even when someone chooses to remain absolutely silent, you can still learn a lot about them just by observing their clothes, posture, and facial expressions. Now, if this conversation ended here... what could you gather from my appearance alone?",,,Inazuma
3125,Shikanoin Heizou,More About Shikanoin Heizou: II,"Once, when I was sitting in on a criminal trial, I suddenly realized I'd cracked the case. So I interrupted the court just as they were about to declare the verdict. If my objection had turned out to be invalid, then that moment wouldn't have been the turning point that saw me become a detective. Instead, it would have been... ""Shikanoin Heizou, I hereby find you in contempt of court and order your immediate detention!"" Hahaha!",Friendship Lv. 3,,Inazuma
3126,Shikanoin Heizou,More About Shikanoin Heizou: III,"Investigating extramarital affairs, tracking down runaway pets... Those are pretty much the only cases you'll find at a detective agency. I personally need cases of a higher caliber... so, obviously, my only option was to jump ship and join the Tenryou Commission. Another factor was that Sango and I didn't quite see eye to eye in a lot of areas... Just one of those things, I guess.",Friendship Lv. 4,,Inazuma
3127,Shikanoin Heizou,More About Shikanoin Heizou: IV,"When I first joined the Tenryou Commission, I started honing my craft by reviewing some cold cases. Before I knew it, ""Mt. Coldcase"" had been completely leveled... It is a pity, these days I no longer have the time to go back and look through old files. I'm forever being brought in to help out on the toughest cases, and I barely have a moment to catch my breath between jobs... Well, what can you do. Once you're a detective of this caliber, the cases come to you.",Friendship Lv. 5,,Inazuma
3128,Shikanoin Heizou,More About Shikanoin Heizou: V,"By the time a detective is facing a criminal, they have in some sense already failed. Whatever you might do to establish the truth and identify the culprit, you'll never be able to undo the damage caused by the crime. That's why I want my reputation to spread. I want to be a famous detective that makes would-be criminals quake in their boots and quit while they're ahead! In other words, I want to nip crime in the bud. Well, now that you've heard my spiel, why don't you lend me a hand?",Friendship Lv. 6,,Inazuma
3129,Shikanoin Heizou,Shikanoin Heizou's Hobbies,"Would you like to sit in on a court trial at the Tenryou Commission some time? It's like watching the truth slowly emerge as a collage of facts is pieced together... I can save you a really good seat, but we'll have to pretend like we don't know each other... You know, just pretend.",,,Inazuma
3130,Shikanoin Heizou,Shikanoin Heizou's Troubles,"There are always those people who resort to violence at the very last second, as if that'll somehow solve their problems. It's a real bummer. Victory for me is to see the look on the defendant's face as they finally confess to their crime in the face of my ironclad evidence and watertight deductions... The moment a detective has to use brute force, they've already lost.",,,Inazuma
3131,Shikanoin Heizou,Favorite Food,"Name me one item of food that doesn't taste better deep-fried. You can't, right? Whether it's meat or veggies, as long as it's been pulled out of the fryer, I'll love it! I don't think anyone with an empty stomach can resist the smell of fried food.",,,Inazuma
3132,Shikanoin Heizou,Least Favorite Food,"I cannot stand dinner at the Police Station. It's always the same regimented meals, and don't even get me started on the taste. When it comes to food, you can't enjoy it unless you get to pick exactly what you want, right? But nope, poor me has to make do with slipping out and grabbing a quick bite. *sigh*",,,Inazuma
3133,Shikanoin Heizou,Receiving a Gift: I,"Mmm, I love it! You really outdid yourself this time. Well done!",,,Inazuma
3134,Shikanoin Heizou,Receiving a Gift: II,"Would you say cooking is more of a physical or a cognitive task? Hmm, I believe it's both... No wonder you're such a good cook!",,,Inazuma
3135,Shikanoin Heizou,Receiving a Gift: III,Hurk! Mmm... let me think. Where did you go wrong here...,,,Inazuma
3136,Shikanoin Heizou,Birthday,"After I learned that today was your birthday, there was a brief moment when I really wanted to take you to a locked room chock-full of mechanisms and gifts, where you could only get out by solving all the puzzles... Hehe, it's actually really fun! You know, of course I wouldn't do anything like that unless I was sure you'd actually enjoy it. Here, come with me. There's this beautiful scenic spot I've gotta show you before the sun goes down.",,,Inazuma
3137,Shikanoin Heizou,Feelings About Ascension: Intro,"As I get stronger, my intuition gets sharper!",Ascension Phase 1,,Inazuma
3138,Shikanoin Heizou,Feelings About Ascension: Building Up,It appears my combat abilities are advancing. Too bad it's not all cognitive.,Ascension Phase 2,,Inazuma
3139,Shikanoin Heizou,Feelings About Ascension: Climax,"My, my! At this rate, the name ""Cyclone"" is really gonna stick, isn't it...",Ascension Phase 4,,Inazuma
3140,Shikanoin Heizou,Feelings About Ascension - Conclusion,"Thanks for your trust and support, my dear partner. I couldn't have made it this far without your help. Hmm... I suppose we have time for a quick high five, but then let's get back out there and solve some more mysteries!",Ascension Phase 6,,Inazuma
3141,Fischl,Hello,"Fischl: I, Fischl, Prinzessin der Verurteilung, descend upon this land by the call of fate an— Oh, you are also a traveler from another world? Very well, I grant you permission to travel with me.Oz: She means, ""Nice to meet you.""",,,Mondstadt
3142,Fischl,Chat: Whispers of Destiny,"I hear the voice of fate, speaking my name in humble supplication...",,,Mondstadt
3143,Fischl,Chat: Creation of the World,"Hm-hm, may the glory of the Prinzessin bring light to this world.",,,Mondstadt
3144,Fischl,Chat: One From the Beyond,"Fischl: I do worry about the well-being of my retinue during my impromptu absence...Oz: I'm sure the good people of the Adventurers' Guild are absolutely fine, mein Fräulein.",,,Mondstadt
3145,Fischl,After the Rain,"Oh, the sun's out— Oh, um... This meteorological transformation is most splendid! Like a felicitous twist of fate in the face of certain doom.",,,Mondstadt
3146,Fischl,When Thunder Strikes,"Fischl: Hark! 'Tis Thundering Retribution, an omen of dark times ahead...Oz: That, and mein Fräulein's laundry is still on the line...Fischl: Wha... Seriously!?",,,Mondstadt
3147,Fischl,When It Snows,"Fischl: A wonderful sight indeed. Why, it reminds me of my home world, where at the sight of the Prinzessin der Verurteilung, the very blood and tears of sinners turn to ice! ...Achoo! Achoo!Oz: Not only their blood and tears, but also their saliva and mucus, mein Fräulein.Fischl: Oz— Ahh—Achoo!!!",,,Mondstadt
3148,Fischl,When the Sun Is Out,"Fischl: Ozzie, my dear familiar...Oz: ""Ozzie?"" What's gotten into you...Fischl: Her Majesty beseeches you to unfurl your blessèd wings, and with them blot out the heavens, plunging the world into eternal night...Oz: If you didn't bring your parasol with you, that's your own fault, mein Fräulein!",,,Mondstadt
3149,Fischl,Good Morning: Greet Fischl,"Dusk and dawn but fleeting shadows are. Once more, the twists of fate have led you into my everlasting night.",,,Mondstadt
3150,Fischl,Good Morning: Greet Oz,"Oz: Good morning. Mein Fräulein heard you'd be dropping by, so she's preparing breakfast.Fischl: Oz! ...Ahem. To what do I owe the pleasure?",,,Mondstadt
3151,Fischl,Good Afternoon,Even one of royal blood finds oneself susceptible to drowsiness at this hour.,,,Mondstadt
3152,Fischl,Good Evening,"Fischl: The stars of the firmament are naught but rifts, thrust open by Oz's beak into the boundless tapestry of darkness.Oz: You do say the strangest of things, mein Fräulein.",,,Mondstadt
3153,Fischl,Good Night,"Fischl: Sweet shall be thy sleep, spared of the Mares of the Night! For no Night-Mares would dare draw near to those who are blessed by the Immernachtreich!Oz: She means, ""Goodnight.""",,,Mondstadt
3154,Fischl,About Fischl: Prinzessin der Verurteilung,"Fischl: Me? Hehehe. Remember thou this, that I, Fischl, am the Prinzessin der Verurteilung, Sovereign of Immernachtreich, omniscient and eminent judge of all the world's iniquity!Oz: She's an investigator for the Adventurers' Guild.Fischl: ...Ahem. That is but one of my many royal engagements.",,,Mondstadt
3155,Fischl,About Us: Beings Who Descended Upon This World,"Huh, you and I are both travelers from another world. That our paths have crossed here is no accident, but the will of fate.",,,Mondstadt
3156,Fischl,About Us: Shooting Down the World Beast,"You seem... troubled. Traveler, do not lose heart! For with my left eye, the Auge der Verurteilung, which sees the threads of fate, I will surely keep you from harm. And Oz, the raven that has witnessed the demise of countless worlds, will watch over you on your journey. Should this world, like a beast prowling in the night, covet your dreams, then I, Prinzessin der Verurteilung, shall fell it with my ensorcelled arrows of judgment!",Friendship Lv. 6,,Mondstadt
3157,Fischl,About Us: Ones Dear to Heart,"Fischl: Oz, my loyal companion. That we should have met this person, one who hails from another world as I do... Perhaps even cruel fate has deigned to smile upon me, though sin courses through my veins. If I am indeed destined to remain here, in this inescapable prison that is reality, at least—Oz: I understand, mein Fräulein! In this traveler, Fräulein has found one who will never forsake her.",Friendship Lv. 6,,Mondstadt
3158,Fischl,About Us: Standing Watch,"Fischl: Ozvaldo von Hrafnavins. I, the Prinzessin der Verurteilung, sovereign of the Immernachtreich, do hereby call upon thee to do all within thy power to deliver the traveler from the claws of fate that would seek to snatch them at every turn, and to ready thy mind lest thou be required to make the ultimate sacrifice in the performance of this noblest of duties.Oz: ...You'd place my life in danger so easily, mein Fräulein?",Friendship Lv. 6,,Mondstadt
3159,Fischl,About the Vision,"Oh? You inquire about my Edelstein der Dunkelheit? It is a royal heirloom, a ceremonial ornament that displays the majesty of the Prinzessin der Verurteilung before the unworthy. Even here, in this fallen world, I have been reunited with my rightful inheritance as one of royal blood and noble spirit, for the majesty of a true princess shall draw her royal heirlooms unto her wherever so she may roam.",Friendship Lv. 4,,Mondstadt
3160,Fischl,Something to Share,"Fischl: If one must reckon time as this world does, I, Fischl, have already seen three thousand winters. Not that the illusory passage of time has any bearing on one such as I, to whom the causality of three thousand universes has been unveiled.Oz: Be that as it may, mein Fräulein, you are not yet considered to be of drinking age in this world, and no bartender can ever be convinced otherwise.",,,Mondstadt
3161,Fischl,Interesting Things,"Oz's full name is Ozvaldo von Hrafnavins. Where I hail from, he holds dominion over star and sky across three universes, and the souls of the mighty, fallen in battle, rest in the shadow of his wings. One should add that the penalty for mispronouncing his name is to have one's tongue torn from one's mouth. However, as I am a princess and you are one who has my favor, we are at liberty to simply call him, ""Oz.""",,,Mondstadt
3162,Fischl,About Bennett,"Fischl: Ah, the ill-starred young man... My Auge der Verurteilung has seen with unmistakable clarity how his heart ails at being forsaken by the world—Oz: Someone needs to keep an eye on the unlucky fellow.",Friendship Lv. 4,Bennett,Mondstadt
3163,Fischl,About Lisa,"Fischl: The magus-custodian of books, gatekeeper of universal knowledge... Win her trust, and one may yet gain access to a vast repository of wisdom...Oz: She means as long as you return your first few library books on time, you'll never have any trouble borrowing a book again.",Friendship Lv. 4,Lisa,Mondstadt
3164,Fischl,About Kaeya,"Fischl: His nature is obscure, his fate a mystery, and his speech a vexing tapestry woven of both fact and fiction... Perhaps he and I share the burden of mystical sight...Oz: Or perhaps he's secretly an actual pirate?",Friendship Lv. 4,Kaeya,Mondstadt
3165,Fischl,About Mona,"Fischl: Aha, yes, Mona, the mighty astrologer... Mona, who once had the vanity to probe the fate of the Prinzessin der Verurteilung herself! She wound up a trembling wreck, overborne and overmastered.Oz: The poor lass was trying desperately not to laugh. It was no easy task.",Friendship Lv. 4,Mona,Mondstadt
3166,Fischl,About Rosaria,"Fischl: One finds Sister Rosaria to be a most devout believer in the Anemo Archon.Oz: ...""Devout believer,"" mein Fräulein?Fischl: Indeed! One night, I heard her invoking the name of the Archon thus in another's presence: ""May you be struck down in the name of Lord Bartabos!"" One presumed that she was leading a prayer.",Friendship Lv. 4,Rosaria,Mondstadt
3167,Fischl,More About Fischl: I,"To condemn the guilty, to sanctify the just, and to draw all castaway dreams into the embrace of the infinite Immernachtreich. This is the birthright of the Prinzessin der Verurteilung, and her burden. None may gainsay it.",,,Mondstadt
3168,Fischl,More About Fischl: II,"My left eye? It is the all-seeing Auge der Verurteilung, which reveals all that is true in the world. As to the question of why I conceal it... Well, would you willingly bear the agony of piercing to the heart of all truths? Furthermore... the world would lose much of its appeal if wholly stripped of delusion and falsehood.",Friendship Lv. 3,,Mondstadt
3169,Fischl,More About Fischl: III,"Fischl: Stormterror? Why, one never would have thought that a being that one might have kept as her pet could, in this world, be capable of causing such calamity. *sigh* Pitiable are the incompetents of this world...Oz: That said, mein Fräulein, were you not beside yourself with worry for everyone's safety during said calamity?Fischl: Th—That is because the Prinzessin der Verurteilung has the solemn duty to safeguard the souls of all, be they petty beings or not...",Friendship Lv. 4,,Mondstadt
3170,Fischl,More About Fischl: IV,"Oz: Some people address her by other names. But to me, the one who gave me life and bestowed my powers upon me is Fischl, and none other. All things considered, Fischl is the name that most aptly captures her identity. Seriously, don't call her anything else, or—Fischl: Oh, how one's royal ears do burn! Pray tell, what is the matter which you discuss so furtively?Oz: Mid—Midnight Phantasmagoria, mein Fräulein! And... the majesty of the Verurteilung name!",Friendship Lv. 5,,Mondstadt
3171,Fischl,More About Fischl: V,"Why must the Prinzessin der Verurteilung punish sin? Because sin defies fate's rightful decree, of course! ...And of course, fate brought you here, so, so... Ahem! It was fate that saw to your descent upon this world, destiny that saw our paths intertwined. I, Fischl, shall always protect you. Because... because fate has revealed to me that this is what has been decreed!",Friendship Lv. 6,,Mondstadt
3172,Fischl,Fischl's Hobbies: Ask Fischl,"I, Fischl, have roamed the galaxy and traversed countless worlds. I have learned the fate of ten thousand universes and have had revealed unto me the destiny of every living soul.",,,Mondstadt
3173,Fischl,Fischl's Hobbies: Ask Oz,"Oz: Mein Fräulein reads a lot of novels. *sigh* My name, ""Oz,"" is from one of her favorites.",,,Mondstadt
3174,Fischl,Fischl's Troubles,"What does it take to rile a princess? ...If you must know, it is those who cannot recognize my true identity. But it is no great loss, for solitude is the noble's lot, so long as I do not lose the nobility of my soul...",,,Mondstadt
3175,Fischl,Favorite Food,"Fischl: Hmph! What is food but the shackles of mortal flesh? ...But if the Prinzessin der Verurteilung should reckon any morsel worthy, then it must be the tears of sinners and the tongues of liars.Oz: Has mein Fräulein lost her appetite for the Mitternachtsbrot des Sommernachtgartens?Fischl: ...Uh— That is merely to provide mine earthly vessel with such sustenance as it doth require to perform its royal duties!",,,Mondstadt
3176,Fischl,Least Favorite Food,"Oz: I believe I know the answer to this one...Fischl: Indeed you do, Oz! Ah, that the poor mortal coil, mutilated by bondage unnatural...Oz: It will never again fly as I do...Fischl: Deprived of the humble coif with which it was born to gaze in awe at the majesty of its monarch... Surely it is a glimpse of my homeworld's hell, in the flesh. Hmm, the name of the dish escapes me...Oz: Something something ""Madame,"" isn't it?",,,Mondstadt
3177,Fischl,Receiving a Gift: I,Fischl: Such an exquisite delicacy is worthy of being served in the Garten Sanssouci.Media:VO Oz Receiving a Gift - 01.ogg Oz: Mein Fräulein says that she thoroughly enjoys your delicious cooking.,,,Mondstadt
3178,Fischl,Receiving a Gift: II,"Fischl: To vanquish the Beast of the World, one must first rise above mundane desires, thus weaving the path that leads to destiny.Media:VO Oz Receiving a Gift - 02.ogg Oz: And yet, on this occasion, you appear to have eaten your fill, mein Fräulein.",,,Mondstadt
3179,Fischl,Receiving a Gift: III,Fischl: Why dost thou insist on raining down chaos and destruction in the presence of your Prinzessin?Media:VO Oz Receiving a Gift - 03.ogg Oz: Mein Fräulein does not care a great deal for this dish. My apologies.,,,Mondstadt
3180,Fischl,Birthday,"Fischl: Well! If today is truly the anniversary of your birth, it shan't do for me not to mark the occasion. You have my full attention. Speak! Speak to me of your wishes, that which you most desire to fulfill during your fleeting and harsh existence in this wretched world. Whatever that wish may be. Even if, perchance—Oz: She means, ""Happy Birthday, and if you want, she can—""Fischl: Silence, Oz.",,,Mondstadt
3181,Fischl,Feelings About Ascension: Intro,"Fischl: My magic arrow cries out my holy name as it streaks through the night, praying that the violet lightning of retribution shall strike the enemies of fate down from the skies!Oz: Quite awe-inspiring, mein Fräulein! Since it's nearly dinner time, perhaps you might shoot a pigeon down while you're at it?",Ascension Phase 1,,Mondstadt
3182,Fischl,Feelings About Ascension: Building Up,"Fischl: With this, I may more fully manifest my majesty as Prinzessin der Verurteilung, and defeat that sworn enemy of fate named ""reality.""Oz: It will also be of use in your work for the Adventurers' Guild, mein Fräulein.",Ascension Phase 2,,Mondstadt
3183,Fischl,Feelings About Ascension: Climax,"Rejoice! Else, tremble in fear! Whenceforth springs this call to mirth and misery, you ask? Let it be known that I, the Prinzessin der Verurteilung, sovereign of the Immernachtreich, have peered forth with mine leftmost eye into the tapestry of fate that doth make up the universe, and beheld its every warp, weft and dangling orphaned thread!",Ascension Phase 4,,Mondstadt
3184,Fischl,Feelings About Ascension: Conclusion,"I appear to have now regained most of the strength I lost in my transition to this world. Mwuhahaha, the day of judgment is nigh! ...Ah, worry not. Even at the last, when I bring the lightning of retribution upon this world, you shall come to no harm, for thou art blessed by the Prinzessin.",Ascension Phase 6,,Mondstadt
3185,Zhongli,Hello,"A new contract? Okay. I'm still on leave, but I can accompany you for a while. What name should I use on the contract? I have a great many names, though when on leave... I tend to go by Zhongli. And you, Traveler? What name will you be signing on this contract?",,,Liyue
3186,Zhongli,Chat: Journeys,Every journey has its final day. Don't rush.,,,Liyue
3187,Zhongli,Chat: Tours,"Where do you want to go next? If you'd like to see Liyue's tourist spots, I have a few references.",,,Liyue
3188,Zhongli,Chat: Liyue,"Boats are made for transferring commodities back and forth, and those that come across Liyue tend to stay a while, so it is where many things come to settle.",,,Liyue
3189,Zhongli,Chat: Reminiscing,Osmanthus wine tastes the same as I remember... But where are those who share the memory?,,,Liyue
3190,Zhongli,After the Rain,"Violetgrass is a plant that enjoys a moist environment and is best picked after it rains. If you should choose to pick any, be sure to store them appropriately.",,,Liyue
3191,Zhongli,When It Snows,"We should look for a place to take shelter. I'll be fine, but we don't want you catching a cold.",,,Liyue
3192,Zhongli,When the Wind Is Blowing,This weather is no good for being on vacation. We should go and take in an opera.,,,Liyue
3193,Zhongli,Good Morning,I hope today too shall be prosperous.,,,Liyue
3194,Zhongli,Good Afternoon,Want a quick meal to pick us back up? I know a good place in Chihu Rock.,,,Liyue
3195,Zhongli,Good Evening,"By this time of night, we will have already missed Ms. Yun's play, but Liyue is full of interesting places to explore, even at night.",,,Liyue
3196,Zhongli,Good Night,The market is closed and the port has settled. Go get some rest.,,,Liyue
3197,Zhongli,About Zhongli,"Nothing can be accomplished without rules or standards. No matter if it is mortals or adepti, everyone has their place. This rule keeps Liyue in peace.",A New Star Approaches,,Liyue
3198,Zhongli,About Us: Gold,Gold is Liyue's treasure. It is the blood that runs through her heart. As for whether your own heart shines like gold — we will have to wait and see.,,,Liyue
3199,Zhongli,About Us: Contracts,"You and I have a contract, so feel free to discuss anything at all within the scope of said contract.",Friendship Lv. 6; A New Star Approaches,,Liyue
3200,Zhongli,About Us: Fairness,"We can discuss matters that fall outside of our contract too. After all, I have been on this land for a time, and have come to know a thing or two. Of course, I do hope you can do some things for me as well. That would only be fair.",Friendship Lv. 6,,Liyue
3201,Zhongli,About Us: Confusion,"Contracts cannot be used to define friendship, nor measure sentiment. So just what can we use to measure the weight of our emotions? Do you know the answer, friend?",Friendship Lv. 6,,Liyue
3202,Zhongli,About the Vision,"Visions... are also a type of contract. You should know that all power comes at a price. For every bit of power you gain, so too do you gain more responsibility.",Friendship Lv. 4,,Liyue
3203,Zhongli,Something to Share,"Trade relies on both contracts and fairness. There is one thing you must never forget when making and abiding by a contract: if fairness is lost, then the contract shall become proof of one's deception.",,,Liyue
3204,Zhongli,Interesting Things,"If you're heading to Jueyun Karst, please bring me back a bunch of Qingxin. Just one bunch is enough. Travel expenses... Ah, I almost forgot, during the effective period of our contract, travel expenses are to be paid for by yourself. Sorry to bother you.",,,Liyue
3205,Zhongli,About Xiao,"You speak of the young adeptus of Guili Plains... *sigh* Still fulfilling his duty to this very day. Please give this Remedium Tertiorum to him on my behalf. Oh, yes... be sure not to let Paimon eat them. Nothing of this world can withstand the power of this medicine.",Friendship Lv. 4; A New Star Approaches,Xiao,Liyue
3206,Zhongli,About Venti,"*sniff* Tsk... It reeks of wine. That bard has just been through here, hasn't he? That drunkard is a disgrace to the arts. Oh... Has he tricked you into getting drunk? You're slurring a little. Wait a moment, I'll brew a pot of sobering tea. It'll be ready in only six hours, so just wait a moment.",Friendship Lv. 4; A New Star Approaches,Venti,Liyue
